sample,10000,length,5218                                                                          
Time(ns),Vol(V)
09900000.000000,-0.047077
10000000.000000,-0.047077
10100000.000000,-0.047077
10200000.000000,-0.036821
10300000.000000,-0.047077
10400000.000000,-0.047077
10500000.000000,-0.036821
10600000.000000,-0.036821
10700000.000000,-0.047077
10800000.000000,-0.036821
10900000.000000,-0.047077
11000000.000000,-0.036821
11100000.000000,-0.036821
11200000.000000,-0.036821
11300000.000000,-0.047077
11400000.000000,-0.036821
11500000.000000,-0.036821
11600000.000000,-0.036821
11700000.000000,-0.036821
11800000.000000,-0.036821
11900000.000000,-0.036821
12000000.000000,-0.047077
12100000.000000,-0.047077
12200000.000000,-0.047077
12300000.000000,-0.047077
12400000.000000,-0.036821
12500000.000000,-0.047077
12600000.000000,-0.047077
12700000.000000,-0.047077
12800000.000000,-0.047077
12900000.000000,-0.047077
13000000.000000,-0.047077
13100000.000000,-0.047077
13200000.000000,-0.047077
13300000.000000,-0.036821
13400000.000000,-0.036821
13500000.000000,-0.047077
13600000.000000,-0.047077
13700000.000000,-0.036821
13800000.000000,-0.047077
13900000.000000,-0.036821
14000000.000000,-0.047077
14100000.000000,-0.047077
14200000.000000,-0.036821
14300000.000000,-0.036821
14400000.000000,-0.036821
14500000.000000,-0.036821
14600000.000000,-0.036821
14700000.000000,-0.036821
14800000.000000,-0.036821
14900000.000000,-0.036821
15000000.000000,-0.036821
15100000.000000,-0.036821
15200000.000000,-0.036821
15300000.000000,-0.036821
15400000.000000,-0.036821
15500000.000000,-0.036821
15600000.000000,-0.036821
15700000.000000,-0.036821
15800000.000000,-0.047077
15900000.000000,-0.036821
16000000.000000,-0.047077
16100000.000000,-0.036821
16200000.000000,-0.036821
16300000.000000,-0.047077
16400000.000000,-0.047077
16500000.000000,-0.047077
16600000.000000,-0.047077
16700000.000000,-0.036821
16800000.000000,-0.036821
16900000.000000,-0.036821
17000000.000000,-0.036821
17100000.000000,-0.036821
17200000.000000,-0.036821
17300000.000000,-0.036821
17400000.000000,-0.036821
17500000.000000,-0.036821
17600000.000000,-0.047077
17700000.000000,-0.036821
17800000.000000,-0.036821
17900000.000000,-0.036821
18000000.000000,-0.036821
18100000.000000,-0.036821
18200000.000000,-0.036821
18300000.000000,-0.036821
18400000.000000,-0.036821
18500000.000000,-0.036821
18600000.000000,-0.036821
18700000.000000,-0.036821
18800000.000000,-0.036821
18900000.000000,-0.047077
19000000.000000,-0.047077
19100000.000000,-0.047077
19200000.000000,-0.047077
19300000.000000,-0.047077
19400000.000000,-0.047077
19500000.000000,-0.047077
19600000.000000,-0.036821
19700000.000000,-0.036821
19800000.000000,-0.036821
19900000.000000,-0.036821
20000000.000000,-0.036821
20100000.000000,-0.036821
20200000.000000,-0.036821
20300000.000000,-0.036821
20400000.000000,-0.036821
20500000.000000,-0.047077
20600000.000000,-0.047077
20700000.000000,-0.036821
20800000.000000,-0.036821
20900000.000000,-0.036821
21000000.000000,-0.036821
21100000.000000,-0.036821
21200000.000000,-0.036821
21300000.000000,-0.036821
21400000.000000,-0.036821
21500000.000000,-0.036821
21600000.000000,-0.047077
21700000.000000,-0.036821
21800000.000000,-0.036821
21900000.000000,-0.047077
22000000.000000,-0.036821
22100000.000000,-0.036821
22200000.000000,-0.036821
22300000.000000,-0.036821
22400000.000000,-0.036821
22500000.000000,-0.036821
22600000.000000,-0.036821
22700000.000000,-0.036821
22800000.000000,-0.036821
22900000.000000,-0.036821
23000000.000000,-0.036821
23100000.000000,-0.036821
23200000.000000,-0.036821
23300000.000000,-0.036821
23400000.000000,-0.047077
23500000.000000,-0.036821
23600000.000000,-0.036821
23700000.000000,-0.036821
23800000.000000,-0.036821
23900000.000000,-0.036821
24000000.000000,-0.036821
24100000.000000,-0.047077
24200000.000000,-0.036821
24300000.000000,-0.036821
24400000.000000,-0.036821
24500000.000000,-0.047077
24600000.000000,-0.036821
24700000.000000,-0.036821
24800000.000000,-0.036821
24900000.000000,-0.036821
25000000.000000,-0.036821
25100000.000000,-0.036821
25200000.000000,-0.036821
25300000.000000,-0.036821
25400000.000000,-0.036821
25500000.000000,-0.036821
25600000.000000,-0.036821
25700000.000000,-0.036821
25800000.000000,-0.036821
25900000.000000,-0.047077
26000000.000000,-0.036821
26100000.000000,-0.036821
26200000.000000,-0.036821
26300000.000000,-0.036821
26400000.000000,-0.036821
26500000.000000,-0.036821
26600000.000000,-0.036821
26700000.000000,-0.036821
26800000.000000,-0.047077
26900000.000000,-0.036821
27000000.000000,-0.047077
27100000.000000,-0.036821
27200000.000000,-0.036821
27300000.000000,-0.047077
27400000.000000,-0.036821
27500000.000000,-0.036821
27600000.000000,-0.036821
27700000.000000,-0.036821
27800000.000000,-0.036821
27900000.000000,-0.036821
28000000.000000,-0.036821
28100000.000000,-0.036821
28200000.000000,-0.036821
28300000.000000,-0.036821
28400000.000000,-0.036821
28500000.000000,-0.036821
28600000.000000,-0.036821
28700000.000000,-0.036821
28800000.000000,-0.036821
28900000.000000,-0.036821
29000000.000000,-0.036821
29100000.000000,-0.036821
29200000.000000,-0.047077
29300000.000000,-0.036821
29400000.000000,-0.036821
29500000.000000,-0.036821
29600000.000000,-0.036821
29700000.000000,-0.036821
29800000.000000,-0.047077
29900000.000000,-0.036821
30000000.000000,-0.036821
30100000.000000,-0.036821
30200000.000000,-0.036821
30300000.000000,-0.036821
30400000.000000,-0.036821
30500000.000000,-0.036821
30600000.000000,-0.047077
30700000.000000,-0.036821
30800000.000000,-0.036821
30900000.000000,-0.036821
31000000.000000,-0.036821
31100000.000000,-0.047077
31200000.000000,-0.036821
31300000.000000,-0.036821
31400000.000000,-0.036821
31500000.000000,-0.036821
31600000.000000,-0.036821
31700000.000000,-0.036821
31800000.000000,-0.036821
31900000.000000,-0.036821
32000000.000000,-0.036821
32100000.000000,-0.036821
32200000.000000,-0.036821
32300000.000000,-0.036821
32400000.000000,-0.036821
32500000.000000,-0.036821
32600000.000000,-0.047077
32700000.000000,-0.036821
32800000.000000,-0.036821
32900000.000000,-0.036821
33000000.000000,-0.036821
33100000.000000,-0.036821
33200000.000000,-0.036821
33300000.000000,-0.036821
33400000.000000,-0.036821
33500000.000000,-0.036821
33600000.000000,-0.036821
33700000.000000,-0.036821
33800000.000000,-0.036821
33900000.000000,-0.036821
34000000.000000,-0.036821
34100000.000000,-0.036821
34200000.000000,-0.036821
34300000.000000,-0.047077
34400000.000000,-0.036821
34500000.000000,-0.047077
34600000.000000,-0.036821
34700000.000000,-0.036821
34800000.000000,-0.036821
34900000.000000,-0.036821
35000000.000000,-0.036821
35100000.000000,-0.036821
35200000.000000,-0.036821
35300000.000000,-0.036821
35400000.000000,-0.036821
35500000.000000,-0.036821
35600000.000000,-0.036821
35700000.000000,-0.036821
35800000.000000,-0.036821
35900000.000000,-0.036821
36000000.000000,-0.036821
36100000.000000,-0.036821
36200000.000000,-0.036821
36300000.000000,-0.036821
36400000.000000,-0.036821
36500000.000000,-0.036821
36600000.000000,-0.047077
36700000.000000,-0.047077
36800000.000000,-0.047077
36900000.000000,-0.047077
37000000.000000,-0.047077
37100000.000000,-0.047077
37200000.000000,-0.047077
37300000.000000,-0.047077
37400000.000000,-0.047077
37500000.000000,-0.047077
37600000.000000,-0.047077
37700000.000000,-0.047077
37800000.000000,-0.057333
37900000.000000,-0.047077
38000000.000000,-0.036821
38100000.000000,-0.036821
38200000.000000,-0.047077
38300000.000000,-0.036821
38400000.000000,-0.036821
38500000.000000,-0.036821
38600000.000000,-0.036821
38700000.000000,-0.036821
38800000.000000,-0.026564
38900000.000000,-0.036821
39000000.000000,-0.026564
39100000.000000,-0.026564
39200000.000000,-0.026564
39300000.000000,-0.026564
39400000.000000,-0.026564
39500000.000000,-0.026564
39600000.000000,-0.036821
39700000.000000,-0.036821
39800000.000000,-0.036821
39900000.000000,-0.026564
40000000.000000,-0.036821
40100000.000000,-0.026564
40200000.000000,-0.026564
40300000.000000,-0.026564
40400000.000000,-0.036821
40500000.000000,-0.036821
40600000.000000,-0.036821
40700000.000000,-0.036821
40800000.000000,-0.036821
40900000.000000,-0.036821
41000000.000000,-0.047077
41100000.000000,-0.047077
41200000.000000,-0.047077
41300000.000000,-0.057333
41400000.000000,-0.047077
41500000.000000,-0.047077
41600000.000000,-0.047077
41700000.000000,-0.047077
41800000.000000,-0.057333
41900000.000000,-0.047077
42000000.000000,-0.047077
42100000.000000,-0.047077
42200000.000000,-0.047077
42300000.000000,-0.047077
42400000.000000,-0.047077
42500000.000000,-0.047077
42600000.000000,-0.047077
42700000.000000,-0.057333
42800000.000000,-0.047077
42900000.000000,-0.047077
43000000.000000,-0.047077
43100000.000000,-0.047077
43200000.000000,-0.047077
43300000.000000,-0.036821
43400000.000000,-0.047077
43500000.000000,-0.047077
43600000.000000,-0.047077
43700000.000000,-0.047077
43800000.000000,-0.047077
43900000.000000,-0.047077
44000000.000000,-0.036821
44100000.000000,-0.036821
44200000.000000,-0.047077
44300000.000000,-0.036821
44400000.000000,-0.036821
44500000.000000,-0.047077
44600000.000000,-0.036821
44700000.000000,-0.047077
44800000.000000,-0.047077
44900000.000000,-0.047077
45000000.000000,-0.047077
45100000.000000,-0.047077
45200000.000000,-0.036821
45300000.000000,-0.047077
45400000.000000,-0.047077
45500000.000000,-0.047077
45600000.000000,-0.036821
45700000.000000,-0.036821
45800000.000000,-0.036821
45900000.000000,-0.047077
46000000.000000,-0.036821
46100000.000000,-0.036821
46200000.000000,-0.047077
46300000.000000,-0.036821
46400000.000000,-0.047077
46500000.000000,-0.036821
46600000.000000,-0.036821
46700000.000000,-0.036821
46800000.000000,-0.047077
46900000.000000,-0.036821
47000000.000000,-0.036821
47100000.000000,-0.036821
47200000.000000,-0.036821
47300000.000000,-0.036821
47400000.000000,-0.036821
47500000.000000,-0.036821
47600000.000000,-0.036821
47700000.000000,-0.036821
47800000.000000,-0.036821
47900000.000000,-0.036821
48000000.000000,-0.036821
48100000.000000,-0.036821
48200000.000000,-0.036821
48300000.000000,-0.036821
48400000.000000,-0.036821
48500000.000000,-0.036821
48600000.000000,-0.036821
48700000.000000,-0.036821
48800000.000000,-0.036821
48900000.000000,-0.047077
49000000.000000,-0.036821
49100000.000000,-0.047077
49200000.000000,-0.026564
49300000.000000,0.076000
49400000.000000,0.158051
49500000.000000,0.188821
49600000.000000,-0.006051
49700000.000000,-0.252205
49800000.000000,-0.262462
49900000.000000,-0.159897
50000000.000000,-0.067590
50100000.000000,-0.211179
50200000.000000,-0.508615
50300000.000000,-0.765026
50400000.000000,-0.826564
50500000.000000,-0.641949
50600000.000000,-0.190667
50700000.000000,0.393949
50800000.000000,0.876000
50900000.000000,1.040103
51000000.000000,0.906769
51100000.000000,0.588821
51200000.000000,0.209333
51300000.000000,-0.036821
51400000.000000,-0.118872
51500000.000000,-0.057333
51600000.000000,0.086256
51700000.000000,0.209333
51800000.000000,0.260615
51900000.000000,0.168308
52000000.000000,-0.047077
52100000.000000,-0.324000
52200000.000000,-0.518872
52300000.000000,-0.580410
52400000.000000,-0.488103
52500000.000000,-0.354769
52600000.000000,-0.252205
52700000.000000,-0.159897
52800000.000000,-0.118872
52900000.000000,-0.129128
53000000.000000,-0.139385
53100000.000000,-0.098359
53200000.000000,0.014462
53300000.000000,0.168308
53400000.000000,0.219590
53500000.000000,0.137538
53600000.000000,-0.077846
53700000.000000,-0.272718
53800000.000000,-0.293231
53900000.000000,-0.170154
54000000.000000,-0.006051
54100000.000000,0.158051
54200000.000000,0.250359
54300000.000000,0.260615
54400000.000000,0.219590
54500000.000000,0.127282
54600000.000000,-0.016308
54700000.000000,-0.159897
54800000.000000,-0.262462
54900000.000000,-0.272718
55000000.000000,-0.211179
55100000.000000,-0.118872
55200000.000000,-0.036821
55300000.000000,-0.016308
55400000.000000,-0.067590
55500000.000000,-0.139385
55600000.000000,-0.211179
55700000.000000,-0.272718
55800000.000000,-0.344513
55900000.000000,-0.406051
56000000.000000,-0.467590
56100000.000000,-0.539385
56200000.000000,-0.641949
56300000.000000,-0.765026
56400000.000000,-0.867590
56500000.000000,-0.929128
56600000.000000,-0.970154
56700000.000000,-1.031692
56800000.000000,-1.082974
56900000.000000,-1.154769
57000000.000000,-1.288103
57100000.000000,-1.431692
57200000.000000,-1.431692
57300000.000000,-1.431692
57400000.000000,-1.431692
57500000.000000,-1.431692
57600000.000000,-1.431692
57700000.000000,-1.431692
57800000.000000,-1.431692
57900000.000000,-1.431692
58000000.000000,-1.431692
58100000.000000,-1.431692
58200000.000000,-1.431692
58300000.000000,-1.431692
58400000.000000,-1.431692
58500000.000000,-1.431692
58600000.000000,-1.431692
58700000.000000,-1.318872
58800000.000000,-1.072718
58900000.000000,-0.826564
59000000.000000,-0.549641
59100000.000000,-0.231692
59200000.000000,0.096513
59300000.000000,0.393949
59400000.000000,0.650359
59500000.000000,0.896513
59600000.000000,1.152923
59700000.000000,1.183692
59800000.000000,1.183692
59900000.000000,1.183692
60000000.000000,1.183692
60100000.000000,1.183692
60200000.000000,1.183692
60300000.000000,1.183692
60400000.000000,1.183692
60500000.000000,1.183692
60600000.000000,1.183692
60700000.000000,1.183692
60800000.000000,1.183692
60900000.000000,1.183692
61000000.000000,1.183692
61100000.000000,1.183692
61200000.000000,1.183692
61300000.000000,1.183692
61400000.000000,1.183692
61500000.000000,1.183692
61600000.000000,1.183692
61700000.000000,1.183692
61800000.000000,1.183692
61900000.000000,1.183692
62000000.000000,1.183692
62100000.000000,1.183692
62200000.000000,1.183692
62300000.000000,1.183692
62400000.000000,1.183692
62500000.000000,1.183692
62600000.000000,1.183692
62700000.000000,1.183692
62800000.000000,1.183692
62900000.000000,1.183692
63000000.000000,1.183692
63100000.000000,1.183692
63200000.000000,1.183692
63300000.000000,1.183692
63400000.000000,1.183692
63500000.000000,1.183692
63600000.000000,1.183692
63700000.000000,0.629846
63800000.000000,0.045231
63900000.000000,-0.436821
64000000.000000,-0.888103
64100000.000000,-1.359897
64200000.000000,-1.431692
64300000.000000,-1.431692
64400000.000000,-1.431692
64500000.000000,-1.431692
64600000.000000,-1.431692
64700000.000000,-1.431692
64800000.000000,-1.431692
64900000.000000,-1.431692
65000000.000000,-1.431692
65100000.000000,-1.431692
65200000.000000,-1.431692
65300000.000000,-1.431692
65400000.000000,-1.431692
65500000.000000,-1.431692
65600000.000000,-1.431692
65700000.000000,-1.431692
65800000.000000,-1.431692
65900000.000000,-1.431692
66000000.000000,-1.431692
66100000.000000,-1.431692
66200000.000000,-1.431692
66300000.000000,-1.431692
66400000.000000,-1.431692
66500000.000000,-1.431692
66600000.000000,-1.431692
66700000.000000,-1.431692
66800000.000000,-1.431692
66900000.000000,-1.431692
67000000.000000,-1.431692
67100000.000000,-1.431692
67200000.000000,-1.431692
67300000.000000,-1.175282
67400000.000000,-0.836821
67500000.000000,-0.488103
67600000.000000,-0.149641
67700000.000000,0.188821
67800000.000000,0.476000
67900000.000000,0.722154
68000000.000000,0.947795
68100000.000000,1.163179
68200000.000000,1.183692
68300000.000000,1.183692
68400000.000000,1.183692
68500000.000000,1.183692
68600000.000000,1.183692
68700000.000000,1.183692
68800000.000000,1.183692
68900000.000000,1.183692
69000000.000000,1.183692
69100000.000000,1.183692
69200000.000000,1.183692
69300000.000000,0.988821
69400000.000000,0.783692
69500000.000000,0.609333
69600000.000000,0.393949
69700000.000000,0.219590
69800000.000000,0.076000
69900000.000000,-0.077846
70000000.000000,-0.252205
70100000.000000,-0.436821
70200000.000000,-0.600923
70300000.000000,-0.744513
70400000.000000,-0.888103
70500000.000000,-1.031692
70600000.000000,-1.154769
70700000.000000,-1.257333
70800000.000000,-1.349641
70900000.000000,-1.411179
71000000.000000,-1.431692
71100000.000000,-1.431692
71200000.000000,-1.431692
71300000.000000,-1.431692
71400000.000000,-1.431692
71500000.000000,-1.431692
71600000.000000,-1.431692
71700000.000000,-1.431692
71800000.000000,-1.431692
71900000.000000,-1.431692
72000000.000000,-1.411179
72100000.000000,-1.339385
72200000.000000,-1.236821
72300000.000000,-1.144513
72400000.000000,-1.041949
72500000.000000,-0.918872
72600000.000000,-0.775282
72700000.000000,-0.600923
72800000.000000,-0.436821
72900000.000000,-0.262462
73000000.000000,-0.077846
73100000.000000,0.117026
73200000.000000,0.311897
73300000.000000,0.527282
73400000.000000,0.732410
73500000.000000,0.947795
73600000.000000,1.163179
73700000.000000,1.183692
73800000.000000,1.183692
73900000.000000,1.183692
74000000.000000,1.183692
74100000.000000,1.183692
74200000.000000,1.183692
74300000.000000,1.183692
74400000.000000,1.183692
74500000.000000,1.183692
74600000.000000,1.183692
74700000.000000,1.183692
74800000.000000,1.183692
74900000.000000,1.183692
75000000.000000,1.183692
75100000.000000,1.183692
75200000.000000,1.183692
75300000.000000,1.183692
75400000.000000,1.183692
75500000.000000,1.183692
75600000.000000,1.040103
75700000.000000,0.793949
75800000.000000,0.547795
75900000.000000,0.291385
76000000.000000,0.034974
76100000.000000,-0.221436
76200000.000000,-0.447077
76300000.000000,-0.652205
76400000.000000,-0.888103
76500000.000000,-1.103487
76600000.000000,-1.298359
76700000.000000,-1.431692
76800000.000000,-1.431692
76900000.000000,-1.431692
77000000.000000,-1.431692
77100000.000000,-1.431692
77200000.000000,-1.431692
77300000.000000,-1.431692
77400000.000000,-1.431692
77500000.000000,-1.431692
77600000.000000,-1.431692
77700000.000000,-1.431692
77800000.000000,-1.431692
77900000.000000,-1.431692
78000000.000000,-1.431692
78100000.000000,-1.431692
78200000.000000,-1.431692
78300000.000000,-1.431692
78400000.000000,-1.431692
78500000.000000,-1.431692
78600000.000000,-1.431692
78700000.000000,-1.298359
78800000.000000,-1.113744
78900000.000000,-0.898359
79000000.000000,-0.662462
79100000.000000,-0.436821
79200000.000000,-0.170154
79300000.000000,0.117026
79400000.000000,0.363179
79500000.000000,0.588821
79600000.000000,0.814462
79700000.000000,1.050359
79800000.000000,1.183692
79900000.000000,1.183692
80000000.000000,1.183692
80100000.000000,1.183692
80200000.000000,1.183692
80300000.000000,1.183692
80400000.000000,1.183692
80500000.000000,1.183692
80600000.000000,1.183692
80700000.000000,1.183692
80800000.000000,1.183692
80900000.000000,1.183692
81000000.000000,1.183692
81100000.000000,1.183692
81200000.000000,1.183692
81300000.000000,1.183692
81400000.000000,1.183692
81500000.000000,1.183692
81600000.000000,1.183692
81700000.000000,1.183692
81800000.000000,1.183692
81900000.000000,1.183692
82000000.000000,1.183692
82100000.000000,1.183692
82200000.000000,1.183692
82300000.000000,1.183692
82400000.000000,1.183692
82500000.000000,1.183692
82600000.000000,1.183692
82700000.000000,1.183692
82800000.000000,1.183692
82900000.000000,1.183692
83000000.000000,1.183692
83100000.000000,1.183692
83200000.000000,1.183692
83300000.000000,1.183692
83400000.000000,1.183692
83500000.000000,0.845231
83600000.000000,0.414462
83700000.000000,0.045231
83800000.000000,-0.293231
83900000.000000,-0.621436
84000000.000000,-0.970154
84100000.000000,-1.288103
84200000.000000,-1.431692
84300000.000000,-1.431692
84400000.000000,-1.431692
84500000.000000,-1.431692
84600000.000000,-1.431692
84700000.000000,-1.431692
84800000.000000,-1.431692
84900000.000000,-1.431692
85000000.000000,-1.431692
85100000.000000,-1.431692
85200000.000000,-1.431692
85300000.000000,-1.431692
85400000.000000,-1.431692
85500000.000000,-1.431692
85600000.000000,-1.431692
85700000.000000,-1.431692
85800000.000000,-1.431692
85900000.000000,-1.431692
86000000.000000,-1.431692
86100000.000000,-1.431692
86200000.000000,-1.431692
86300000.000000,-1.431692
86400000.000000,-1.431692
86500000.000000,-1.431692
86600000.000000,-1.431692
86700000.000000,-1.431692
86800000.000000,-1.431692
86900000.000000,-1.431692
87000000.000000,-1.431692
87100000.000000,-1.431692
87200000.000000,-1.431692
87300000.000000,-1.431692
87400000.000000,-1.431692
87500000.000000,-1.431692
87600000.000000,-1.431692
87700000.000000,-1.431692
87800000.000000,-1.431692
87900000.000000,-1.431692
88000000.000000,-1.431692
88100000.000000,-1.431692
88200000.000000,-1.431692
88300000.000000,-1.431692
88400000.000000,-1.431692
88500000.000000,-1.288103
88600000.000000,-1.031692
88700000.000000,-0.795795
88800000.000000,-0.570154
88900000.000000,-0.344513
89000000.000000,-0.098359
89100000.000000,0.168308
89200000.000000,0.393949
89300000.000000,0.629846
89400000.000000,0.865744
89500000.000000,1.111897
89600000.000000,1.183692
89700000.000000,1.183692
89800000.000000,1.183692
89900000.000000,1.183692
90000000.000000,1.183692
90100000.000000,1.183692
90200000.000000,1.183692
90300000.000000,1.183692
90400000.000000,1.183692
90500000.000000,1.183692
90600000.000000,1.183692
90700000.000000,1.183692
90800000.000000,1.183692
90900000.000000,1.183692
91000000.000000,1.183692
91100000.000000,1.183692
91200000.000000,1.183692
91300000.000000,1.183692
91400000.000000,1.183692
91500000.000000,1.183692
91600000.000000,1.183692
91700000.000000,1.183692
91800000.000000,1.183692
91900000.000000,1.183692
92000000.000000,1.183692
92100000.000000,1.183692
92200000.000000,1.183692
92300000.000000,1.183692
92400000.000000,1.183692
92500000.000000,1.183692
92600000.000000,1.183692
92700000.000000,1.183692
92800000.000000,1.183692
92900000.000000,1.183692
93000000.000000,1.183692
93100000.000000,1.183692
93200000.000000,1.183692
93300000.000000,1.183692
93400000.000000,1.183692
93500000.000000,1.183692
93600000.000000,1.183692
93700000.000000,1.183692
93800000.000000,1.183692
93900000.000000,1.183692
94000000.000000,1.183692
94100000.000000,1.183692
94200000.000000,1.183692
94300000.000000,1.183692
94400000.000000,1.183692
94500000.000000,1.183692
94600000.000000,1.183692
94700000.000000,1.183692
94800000.000000,1.183692
94900000.000000,1.183692
95000000.000000,1.183692
95100000.000000,1.183692
95200000.000000,1.183692
95300000.000000,1.183692
95400000.000000,1.183692
95500000.000000,1.183692
95600000.000000,1.183692
95700000.000000,1.183692
95800000.000000,1.183692
95900000.000000,1.183692
96000000.000000,1.183692
96100000.000000,1.183692
96200000.000000,1.183692
96300000.000000,1.183692
96400000.000000,1.183692
96500000.000000,0.793949
96600000.000000,0.578564
96700000.000000,0.342667
96800000.000000,0.106769
96900000.000000,-0.118872
97000000.000000,-0.354769
97100000.000000,-0.559897
97200000.000000,-0.795795
97300000.000000,-1.021436
97400000.000000,-1.247077
97500000.000000,-1.431692
97600000.000000,-1.431692
97700000.000000,-1.431692
97800000.000000,-1.431692
97900000.000000,-1.431692
98000000.000000,-1.431692
98100000.000000,-1.431692
98200000.000000,-1.431692
98300000.000000,-1.431692
98400000.000000,-1.431692
98500000.000000,-1.431692
98600000.000000,-1.431692
98700000.000000,-1.431692
98800000.000000,-1.431692
98900000.000000,-1.431692
99000000.000000,-1.431692
99100000.000000,-1.431692
99200000.000000,-1.431692
99300000.000000,-1.431692
99400000.000000,-1.431692
99500000.000000,-1.431692
99600000.000000,-1.431692
99700000.000000,-1.431692
99800000.000000,-1.431692
99900000.000000,-1.431692
100000000.000000,-1.431692
100100000.000000,-1.431692
100200000.000000,-1.431692
100300000.000000,-1.431692
100400000.000000,-1.431692
100500000.000000,-1.431692
100600000.000000,-1.431692
100700000.000000,-1.431692
100800000.000000,-1.431692
100900000.000000,-1.431692
101000000.000000,-1.431692
101100000.000000,-1.431692
101200000.000000,-1.431692
101300000.000000,-1.431692
101400000.000000,-1.431692
101500000.000000,-1.431692
101600000.000000,-1.431692
101700000.000000,-1.431692
101800000.000000,-1.431692
101900000.000000,-1.431692
102000000.000000,-1.431692
102100000.000000,-1.431692
102200000.000000,-1.431692
102300000.000000,-1.431692
102400000.000000,-1.431692
102500000.000000,-1.431692
102600000.000000,-1.431692
102700000.000000,-1.431692
102800000.000000,-1.431692
102900000.000000,-1.431692
103000000.000000,-1.431692
103100000.000000,-1.431692
103200000.000000,-1.431692
103300000.000000,-1.431692
103400000.000000,-1.431692
103500000.000000,-1.431692
103600000.000000,-1.431692
103700000.000000,-1.431692
103800000.000000,-1.431692
103900000.000000,-1.431692
104000000.000000,-1.431692
104100000.000000,-1.431692
104200000.000000,-1.431692
104300000.000000,-1.431692
104400000.000000,-1.431692
104500000.000000,-1.431692
104600000.000000,-1.431692
104700000.000000,-1.431692
104800000.000000,-1.277846
104900000.000000,-1.103487
105000000.000000,-0.949641
105100000.000000,-0.785538
105200000.000000,-0.641949
105300000.000000,-0.488103
105400000.000000,-0.334256
105500000.000000,-0.200923
105600000.000000,-0.067590
105700000.000000,0.086256
105800000.000000,0.229846
105900000.000000,0.383692
106000000.000000,0.506769
106100000.000000,0.650359
106200000.000000,0.773436
106300000.000000,0.917026
106400000.000000,1.040103
106500000.000000,1.173436
106600000.000000,1.183692
106700000.000000,1.183692
106800000.000000,1.183692
106900000.000000,1.183692
107000000.000000,1.183692
107100000.000000,1.183692
107200000.000000,1.183692
107300000.000000,1.183692
107400000.000000,1.183692
107500000.000000,1.183692
107600000.000000,1.183692
107700000.000000,1.183692
107800000.000000,1.183692
107900000.000000,1.183692
108000000.000000,1.183692
108100000.000000,1.183692
108200000.000000,1.183692
108300000.000000,1.183692
108400000.000000,1.183692
108500000.000000,1.183692
108600000.000000,1.183692
108700000.000000,1.183692
108800000.000000,1.183692
108900000.000000,1.183692
109000000.000000,1.183692
109100000.000000,1.183692
109200000.000000,1.183692
109300000.000000,1.183692
